2839,2c5c83
2471,1c425a
2258,2d6090
2252,346797
2239,234962
2043,5f8fc3
1931,437bb6
1918,1c4867
1885,6698c6
1867,6c9bc0
1814,669bc3
1801,153b54
1784,5f91bf
1701,32628a
1700,16334b
1696,356ca6
1668,2a4f6a
1666,1b3a52
1657,3a6e9e
1631,25547b
1616,234e6d
1602,1a3d4e
1587,2b5578
1562,3f77a8
1555,457bbb
1537,6da2ca
1534,102d44
1462,3d79ba
1450,6594b7
1446,214354
1415,3e75ae
1405,6696cb
1363,21415a
1350,578fc3
1327,74a3c9
1325,66acf3
1288,376992
1276,406a8f
1243,3d73b2
1226,1c405e
1225,214c72
1205,245577
1142,2d638b
1132,579ce6
1132,16415e
1130,4270a1
1098,295771
1087,1c466b
1071,0d2034
1067,08253b
1047,325b83
1037,2b4d5e
1026,396388
1009,3773b2
1006,5e97cb
1002,224765
1001,2c5987
989,5f9ddf
973,245886
970,305576
964,325d7e
961,3f7099
941,305771
930,5f94bb
928,2f5e94
911,568cc9
909,3a6ba3
908,32608f
907,4d8acd
902,1f3c4c
896,224b5e
862,1d4f6e
849,163645
830,35659b
830,335b6e
827,5492d5
826,265280
820,1c4963
815,497399
809,295265
804,2b6299
800,0c314b
797,5584b7
787,113864
784,1c323f
779,385f7a
772,5c93d1
763,4a82b3
757,4779a2
720,13263b
717,071829
715,5585af
714,112f3e
700,346fa0
699,67a0d5
683,3a6883
683,144677
682,020d13
675,3b7dc3
674,4a83bf
674,4583c2
673,224673
667,4c91da
665,225488
648,74a9d2
638,4488d0
637,030c1b
632,194253
630,427bc2
627,3b6290
626,235981
622,416982
622,2e5e9d
606,0f3a56
599,5b8aa4
597,1b4675
596,6ea0d0
588,142531
563,25476c
556,315f79
552,4c7892
547,316db4
544,21508e
540,2f5481
538,0e2951
498,1a2e44
480,143b5f
476,2a6595
474,070514
458,2e6ba9
447,7cbdf4
432,5081bc
420,000000
415,293f51
398,4588da
398,2a4346
398,193b5e
396,03162e
393,081a25
388,235ea0
384,062140
373,3668ac
370,0f181f
369,1b3658
366,3879ca
364,72b0f3
363,86c7fd
362,73b1e6
354,0d3e5f
351,0d1424
350,0e2533
341,122c4c
339,0a2836
328,183560
326,062a56
316,041e45
315,698c99
309,6cb7f1
302,567b8c
298,385153
296,2b5387
291,06314f
276,2e6ab8
276,0b2d4e
269,1f4e62
258,203638
252,103d7c
245,2f3730
237,011c2c
232,426ba4
227,113469
222,4f6f72
220,5fa3da
212,59a2e0
211,5facf5
210,5b7e83
202,8fd1fb
200,466473
200,1e4898
198,6a98ad
198,3c4942
196,1b242d
193,275b75
190,2a4f8a
189,356985
188,073869
186,446162
184,222923
182,84b6da
182,427794
178,154a70
174,175090
163,1b1b17
156,0c3445
148,4990cd
147,1d3f7e
144,95c9f1
144,4695e2
139,15292a
137,5f6659
132,3e70b5
126,4378c7
124,405c77
123,134254
117,46493a
115,7ac7fe
114,4182b7
111,3c6095
111,2d56a7
109,002b5a
107,619ae6
106,172134
104,587a98
100,3665af
98,081d1e
95,376067
90,85b5ee
90,65b9f2
88,a9dbfc
86,79aac0
81,10316d
79,7b9aa6
79,194e63
70,5087da
70,4d72ab
70,2458aa
68,608cc7
65,6593ce
65,3173a6
60,436d74
57,1f48a5
55,0d3783
52,6e7e75
49,164e6e
48,225d79
47,4474cb
45,2d6884
45,053547
42,3f6db9
41,3164c0
40,4382dc
40,3b65b9
40,387592
38,5694f0
35,5f95e8
34,3970d1
34,203d89
24,8dabb7
22,6793d4
22,0f4c73
20,125394
20,001034
19,3c85b9
16,618bcc
2,0c4d6c
