2278,9ac9d5
2232,aecdc2
2187,97c4d9
2014,b4cdc0
1939,a2cfe4
1794,a7d5de
1513,8ec3dc
1489,99cacf
1475,b2ccca
1465,a5cbd5
1421,a1d5e0
1371,a7c4b6
1363,abcece
1344,a0bcad
1340,84c2db
1283,a0b298
1232,a8cdc4
1231,8fcee8
1216,abbea7
1171,94d7e4
1146,acbcae
1143,a4cdcf
1135,9ed8e4
1132,87c9d5
1121,8ab6cb
1104,9ad0e7
1051,b0d8df
1030,a4bebb
1025,adcbd2
1014,b5c7b4
991,97b29a
990,77b4d0
988,88bac5
973,becfc1
967,8baeaa
962,83d2ed
948,95bfdf
947,bad9db
922,8fb29c
920,7ca8ba
908,95bcc4
906,9bc0b8
904,b2d4e5
902,81b5d0
899,8bbdbb
864,bac1ab
854,a3c2a8
853,76c1e4
833,6ab2d8
827,889f98
807,90c8d6
807,758467
804,78c6db
797,b2c1ba
786,8fa9b5
776,7ea48d
743,789aab
741,7ca57e
734,a2c5d9
704,9ee2f0
695,87d6e6
694,829ba6
683,98ccc7
673,9ebbc1
669,6b99ab
667,9eb7ca
660,8fcbce
646,89b3db
635,839377
634,739ebd
628,91e1f1
612,6f8c98
597,7d9f9b
594,a2cdc5
585,79bac5
585,6e8f8c
581,83bee2
576,addbef
572,b2e3ed
572,919e94
572,80daed
569,97aea6
567,95bfba
562,92a386
562,86a9ba
555,79a2cb
555,6da882
545,73a8bb
542,6f947f
536,738982
532,567fa6
531,aac4d7
525,94b7cc
524,a2b0a4
523,67695f
522,848167
521,8ab3d3
517,443818
511,5d9ec1
509,81bcbd
507,5d8a9e
506,6c94bc
505,687334
496,64491b
493,8ea97b
491,99daf1
490,7cb4de
487,79947c
482,79acae
481,97a0a6
477,679bc6
473,849085
473,758076
470,6f9870
466,717c83
459,7f8c92
456,79b0a0
451,4b5326
447,72d5ee
444,5c9bc7
430,6ab7cb
426,564c1b
425,89a489
425,748758
425,6b9d9f
421,67a1ba
421,617d89
417,90a6c1
416,85b29f
411,5b7737
409,859dc2
408,6aa191
407,94b2d6
402,728f65
402,68819d
397,618862
397,60846f
394,858757
394,6f7038
390,8297b1
386,63583d
386,4e5140
381,545424
377,687045
374,686d56
370,9ac2aa
368,5e6d64
353,4f3513
351,748d4b
351,5da2b9
350,756e33
349,89b28c
349,67935a
349,4e869e
346,839768
346,716545
345,589367
345,55492b
344,60807d
344,588a8b
342,5d7057
339,89c1ad
336,725726
335,79a873
335,6f6c52
333,507c8e
329,65a5a9
318,52705b
315,2c230f
314,6e95cb
314,635a26
313,5c686f
312,414e59
312,343a16
310,5b7347
309,516c67
309,3a381a
303,5bb8e1
303,538dc6
301,9cb1d4
298,42534b
297,807353
296,4684a5
287,578e7f
283,41553e
281,567bb0
272,7ac1b7
270,a2d6d2
270,929077
263,63a79b
262,6a846c
261,69686c
257,304d60
255,405626
253,77adde
252,476777
250,526873
249,95c3ac
242,28392c
239,9ec6ee
239,898080
238,4a7644
237,868a45
232,7f879f
231,544e4f
223,736663
223,313422
218,59657c
218,4c9ec7
217,476d64
215,2b401b
215,1f2211
205,61d4ef
203,707890
191,677ba7
183,30544a
182,34582a
171,162417
170,85a9de
170,486288
168,38657f
166,856939
166,25333f
164,784e1c
157,5faa89
152,a8a68f
139,423126
136,acc29c
136,60c1d7
136,4894d1
131,5ca6a5
127,65a9e3
125,8396c8
121,396e6a
120,3d7645
117,4c9671
114,99825e
113,98afdb
112,b7c1c8
111,121b23
97,88664f
89,633711
85,a0a575
80,3f8e8b
76,6d4d3d
71,28282c
69,6cc1b7
69,30588a
68,50aa8c
65,4fa9a5
59,75799e
51,2b592d
49,5a6188
18,3a9270
15,56d1ef
