3647,d0cfcf
3151,c7a487
3080,ccb19b
3077,c2a689
2642,beada5
2505,be9a7b
2342,dddcda
2222,a27c6a
2153,9e8d87
2148,ae9d95
2146,b08b72
2142,8d7c78
2134,d7cec8
2124,636f6c
2115,c7beba
2055,9a7c6e
1968,cebdb5
1934,717f75
1867,646158
1855,8e6e61
1843,7d6d67
1826,d9bfa6
1816,6f5f59
1796,60504c
1753,b49782
1732,bfb09b
1718,a69d9a
1699,ad7c65
1671,736f66
1663,51423d
1659,bc9581
1655,b9896f
1640,c0bfbc
1632,7e8f86
1621,565249
1587,45443c
1520,cdb392
1512,7d7c7d
1469,6f5145
1467,9e6e59
1389,a2897c
1388,ddcdc3
1388,bca58c
1380,8c5f4d
1370,a78a78
1356,ae958a
1332,4e342b
1324,534f54
1304,56615d
1294,8d8c8e
1279,706b72
1257,ccc0ac
1257,4e615f
1253,526f6d
1252,727b80
1233,d3b094
1231,b6adaa
1211,8e9c9e
1207,464147
1200,41281f
1182,645d62
1174,947c70
1146,7f5f53
1142,465450
1135,597e79
1134,775f56
1132,7e8b92
1129,4e524c
1120,976f5d
1115,466161
1112,adacad
1110,37362e
1105,afa18b
1083,606b78
1072,697f77
1070,9d9c9e
1054,535d69
1044,7c5040
1035,5b706c
1033,604237
1029,6b6f69
1004,362824
1003,bca296
1002,968d8a
1000,c1a292
988,3a4642
977,301712
972,e6dbd5
968,9b907d
967,7c7f72
959,857c7b
943,af9980
934,433433
931,af8779
908,8d8f81
896,5d615a
892,6c4133
878,528294
876,594239
871,8a806e
830,866e64
823,89696f
818,47505c
813,406b69
812,5d3227
806,668c8a
805,6a9bb0
794,678898
786,c6967c
756,597a89
748,43362b
746,4f261c
746,342e33
741,395d6b
731,637f77
729,528785
725,92acb2
722,685148
720,9c9f90
701,789f9e
698,8da090
694,6d778f
693,456b7b
689,748c95
687,354f4e
686,637163
681,9eacaf
681,5c9cb2
680,515973
676,7c778a
660,455c6f
659,739087
652,7998b4
648,438296
647,536a7c
646,251814
611,90b5d3
609,354b5d
607,7d87a1
606,8d879b
606,7c927e
604,697b83
603,689f9d
588,8c7883
588,2a2922
585,293430
579,959fb1
579,7b5b61
573,4f9bb6
572,afbdbd
564,6f5c63
562,adafa0
562,7a9cab
553,7e6a71
550,5d5d65
546,899eb4
544,647b84
539,829ca1
533,9f654e
532,679080
529,7194bc
522,86a497
522,616782
521,607aa1
508,37829b
504,27809b
502,432427
500,437e9e
499,95bbc0
497,41170f
485,346577
484,74bacd
483,c0cccd
480,1c3436
479,a5a08e
479,3a434e
478,b1bdd3
478,25637f
472,6c4d52
470,59a0a3
469,5179a5
466,b69b79
466,274b5b
463,b5b09e
463,9d8894
459,44888b
446,3e5e87
445,4f3033
441,9db0a0
440,9d97ac
430,605342
429,cecbd7
427,77a091
427,5d99bb
426,bdb9c8
423,7d705d
418,513d49
417,191615
412,ada7bb
408,3d96b5
406,4179a8
402,a07678
395,615871
392,604c58
390,6f667e
388,6e6250
375,51afcf
360,70b0d8
359,cfd0c4
358,434862
350,a4c0c2
348,284f51
340,255d8b
339,524a63
329,5a94c2
326,86bcc6
325,504433
323,27456b
317,e6ccb6
317,4e5e84
315,2a6970
304,368fc2
300,9199ba
298,2379a9
297,5d3e43
283,ab96a3
275,111d1c
268,2a323c
249,3f9caa
248,7478a1
242,cddbdb
233,47a7da
224,cbabac
200,113539
185,d9c9d2
181,894837
173,a27f61
167,2399b9
162,67291b
161,53b6c4
148,414364
147,bcc0ab
137,7f759c
137,222a49
134,dcbaba
122,33aed0
112,5a5e80
104,54588c
87,a69cc0
69,3a3e6f
66,685c82
65,9a859a
57,514669
53,8a768d
51,cdc7dc
