11422,92b7c6
11394,8cb0c0
10857,8ba9b7
9524,8eb8c9
9089,9bbfcf
8682,92b0be
7321,99b7c6
7231,85a9b9
6911,97bbca
6664,87b1c2
5665,95c0d1
4409,83a1af
4138,88b9ca
3894,92b2b9
3555,89a1ac
3443,7fa9b7
3422,7b98a7
3414,8fc0d2
3355,91a8b4
3310,7eb1c2
3294,9bbcc2
3273,70909d
2936,7597a9
2884,3c5b77
2850,83bace
2813,7daec9
2799,76a8b9
2754,486884
2740,04061f
2738,1a345f
2732,86b2bc
2727,8899a2
2725,8199a4
2705,86bedc
2658,050825
2655,8babb2
2624,81a0a7
2616,294471
2607,203b67
2595,77a1af
2594,5d8aa6
2589,6a97ad
2588,96bed7
2561,8fa1aa
2525,90bed8
2506,7da0b2
2492,82b6d2
2464,62a7cf
2453,7db6d5
2435,1b2c56
2428,73a5c2
2371,8db9c3
2369,17264e
2293,a0becc
2261,72b9dc
2259,6f8ea3
2228,698996
2223,719fb5
2213,21335d
2151,4a6c7e
2135,648c9a
2118,7099a8
2102,79a6c0
2100,7096af
2098,779eb7
2080,76b5d6
2025,94acb1
2002,7a9fa7
1983,7d8e98
1971,597788
1961,6b9fb6
1951,81caec
1932,2b4a6c
1929,8cb2bb
1925,000519
1853,050316
1843,617f91
1825,75adcc
1821,69879b
1815,6996b8
1791,81a9c0
1768,89b6d1
1761,6da5c4
1739,6ba9ca
1706,283b65
1699,768d9b
1689,6498af
1623,85aab3
1599,3a547c
1546,557c8e
1529,98afbc
1497,8fb7d0
1470,6b7e8e
1444,305580
1430,5aa4f3
1411,7ebedf
1366,6298bc
1359,9ec6d8
1335,9bbed5
1332,5d8c9c
1309,a2bdbf
1294,121e3f
1291,1c3467
1269,07102e
1261,121c45
1235,526b7f
1235,112955
1224,5b85ac
1221,6988a6
1208,416c7f
1178,90c9e5
1168,5eaee9
1162,91ddfa
1159,3c5f72
1156,89c9ea
1150,0c1d48
1131,6d9faa
1125,5699c0
1124,212a4d
1121,213d5d
1074,639cb5
1053,355b79
1035,4c769d
1012,60a2d7
975,5b7793
969,4c7994
964,445c72
939,334a6b
934,041433
929,5c98be
926,406885
920,84a6bd
911,547695
889,95b7ce
884,70b4e4
846,9eddf7
821,6ac0eb
818,9bc2ca
818,5292c7
782,7bd0f7
769,a6c4d2
755,0b2042
745,3c6490
743,5385af
742,648ba1
716,8cd5fd
712,3f79b7
700,31446e
689,96c4df
673,a9ebfe
658,71adc1
656,274075
652,4d9ecc
634,11122e
628,5eb1db
610,7794b0
609,4e7d8c
608,7ec4f4
606,4d85b2
605,365066
597,346383
593,538aa8
590,4991e6
573,5d9cb7
567,6ba6d0
566,96c7da
565,78b4df
561,8caec5
551,182657
544,80a6c5
541,4180b0
533,040f38
528,4576a0
527,6cbef8
526,438bca
515,214575
514,6dacf1
490,8aa6bb
487,1a1e3d
480,4f9bdb
467,8896af
461,4673b0
455,64acc8
427,99d6fc
424,182d4b
422,37687d
422,060930
421,295c92
414,2a3b5a
413,78bad0
406,5b90c7
399,202f61
382,3f76a2
365,48638c
364,93bbbc
359,9ae9fb
359,92b4b4
355,31528e
353,274b98
348,2c70bf
314,6aa2d4
305,337cb7
292,173b68
291,acddf2
290,6badc2
271,4f8bab
268,1b4669
262,1a316b
260,1b377f
259,2b5063
259,0d2c4a
246,8aacac
242,84acae
224,4ea4f6
205,8cb4b5
197,1c5c99
192,3c7a99
189,abcacf
182,3769bd
180,7db0e1
180,1a4479
179,1899df
169,92aec3
169,0d3766
161,a2bcd1
160,4386ed
155,091f59
150,263d79
141,83b0b3
140,90bfc0
134,94a9bc
131,50afeb
131,1c54a3
131,1baae9
128,5a90e7
125,77b1e3
121,468aaa
119,6fa2d3
118,7691b3
100,b0cfdd
97,0b437c
92,2b92d4
87,202d98
76,1989d8
69,2937ab
67,05366b
65,20a2f0
60,47afe9
49,212c64
45,9abad9
40,010e1e
38,afd8ea
28,47a3f8
24,19225d
8,91a4c0
